income,employment_length,loan_amount,loan_interest_rate,credit_history_length,max_allowed_loan
100000,2,10000,15.65,2,104977
100000,4,10000,14.26,3,104977
100000,1,10000,11.03,3,104977
100000,8,10000,16.7,2,104977
100000,5,10000,6.17,3,104977
100000,1,10000,9.99,4,104977
100000,4,10000,10.65,4,104977
100000,3,10000,5.42,3,104977
100000,2,10000,13.57,2,104977
100000,1,10000,8.49,3,104977
100000,2,10000,16.49,2,104977
100000,7,10000,11.71,2,104977
100000,5,10000,13.48,3,104977
100000,0,10000,7.49,3,104977
100000,1,10000,5.42,4,104977
100000,7,10000,10.59,2,104977
100000,7,10000,5.99,2,104977
95000,2,9000,9.63,4,104977
80000,12,7000,5.42,10,104977
80000,4,7000,13.99,7,104977
90000,3,7500,11.28,4,104978
90000,3,7500,10.62,2,104978
82863,4,11000,7.49,10,104979
60000,3,3000,10.74,13,104980
60000,2,3000,7.51,17,104980
85000,10,5500,10.99,2,104981
70000,3,3500,5.79,6,104982
100000,0,5000,11.48,4,104984
100000,1,5000,9.88,2,104984
100000,6,5000,7.51,3,104984
100000,4,5000,11.86,3,104984
100000,6,5000,7.88,3,104984
100000,2,5000,11.83,2,104984
72000,4,3000,7.29,7,104984
72000,9,3000,6.99,5,104984
80000,11,3000,5.99,8,104985
90000,8,3000,6.62,3,104987
90000,8,3000,10.99,2,104987
90000,2,3000,10.36,3,104987
75000,11,24000,7.49,11,104988
75000,3,21000,13.48,12,104989
90000,3,12000,5.99,21,105000
61440,7,2500,7.9,7,105003
74500,11,3000,12.18,6,105009
67092,11,9000,11.59,9,105024
102000,2,12250,14.72,4,105025
113135,8,25000,10.99,4,105069
87000,4,8000,5.42,2,105077
72800,3,15000,14.83,10,105080
92400,9,15000,7.88,2,105088
71000,8,12000,7.49,9,105114
57000,7,6000,6.03,13,105120
97000,8,6400,6.99,3,105132
98400,7,8000,6.62,4,105139
77000,4,18000,7.9,5,105157
63996,12,10000,6.03,17,105157
79416,12,6000,11.49,8,105161
72000,0,10000,10.36,6,105168
72000,11,10000,15.58,10,105168
72000,2,10000,12.21,10,105168
72000,3,10000,8.49,7,105168
72000,3,10000,6.62,10,105168
83000,4,11000,8.49,5,105171
96000,4,10000,12.69,4,105176
62400,5,4000,7.9,7,105178
96996,1,1500,11.99,4,105187
90000,5,10000,6.62,21,105200
65000,5,15000,18.79,17,105205
65000,5,15000,14.79,14,105205
70000,0,13750,7.51,9,105210
63000,7,5000,13.49,10,105225
55000,5,2000,12.53,11,105233
95000,7,4000,10.99,3,105235
83768,12,12000,11.86,5,105245
85596,10,6000,10.99,3,105255
61240,12,8000,7.51,11,105261
95000,3,18200,11.71,4,105265
90000,3,7200,7.9,4,105279
103000,0,8000,12.98,3,105280
85392,11,9950,13.11,7,105302
70885,10,1000,6.39,8,105318
62500,3,4000,11.36,5,105353
78200,7,8000,6.54,9,105364
86000,4,15000,6.91,8,105366
86000,4,15000,11.12,9,105366
86004,12,15000,12.69,7,105371
84000,0,8000,10.59,6,105376
100000,2,9600,11.89,4,105377
100000,0,9600,7.66,4,105377
66000,5,3500,11.99,10,105380
78500,5,4500,14.27,6,105381
96000,0,5000,9.63,3,105384
96000,7,5000,7.88,4,105384
70000,11,15000,14.84,13,105390
60000,13,5000,9.91,13,105392
60000,8,5000,6.62,16,105392
62400,16,10000,6.62,11,105403
94800,8,3600,10.37,2,105406
81000,5,12000,16.29,8,105418
90000,2,25000,11.48,9,105454
70000,5,17000,13.49,6,105454
95000,1,18000,12.73,2,105465
66000,21,10000,8.9,5,105465
90000,1,16000,13.16,8,105466
90000,1,16000,6.54,9,105466
70000,5,10000,16.29,8,105467
70000,5,10000,10.37,9,105467
70000,2,10000,7.51,7,105467
70000,5,10000,9.99,8,105467
85800,13,18900,17.56,9,105470
77000,8,10000,5.79,6,105470
77000,14,10000,7.51,8,105470
70000,2,6500,8.94,9,105474
75000,5,7000,11.12,6,105475
75000,14,7000,7.14,8,105475
75000,4,7000,6.62,6,105475
75000,6,7000,12.98,9,105475
65000,4,5000,5.42,9,105476
65000,6,5000,6.17,5,105476
65000,5,5000,12.42,10,105476
80000,6,6500,11.71,6,105477
105000,6,10000,11.49,4,105478
100000,2,9500,12.99,3,105478
92700,1,15000,11.66,3,105478
110000,5,10000,7.66,4,105479
90000,6,7000,12.73,4,105479
90000,5,7000,7.51,4,105479
90000,3,7000,13.11,2,105479
90000,9,7000,11.71,4,105479
90000,9,7000,6.99,2,105479
90000,9,7000,5.79,2,105479
85000,0,5000,6.39,2,105482
85000,0,5000,6.92,2,105482
85000,10,5000,7.51,2,105482
85000,0,5000,11.36,2,105482
85000,4,5000,10.0,3,105482
85000,10,5000,13.61,3,105482
60000,11,2500,7.49,16,105482
60000,2,2500,10.59,14,105482
60000,2,2500,7.4,16,105482
60000,11,2500,7.66,16,105482
80000,11,2500,11.71,7,105487
83004,6,2400,6.39,2,105492
64500,1,17000,7.49,15,105500
94976,7,3700,6.62,3,105508
93000,0,20000,7.51,7,105512
83000,11,6500,10.99,6,105528
87988,5,22000,12.73,5,105540
57996,4,7500,12.53,13,105558
75000,0,14400,6.91,8,105562
84000,0,12000,6.91,9,105569
84000,12,12000,9.91,7,105569
84000,5,12000,12.42,5,105569
100000,8,14400,12.87,4,105571
71000,4,8000,7.49,10,105571
96000,8,9600,11.99,4,105576
72000,5,6000,7.14,10,105576
72000,6,6000,10.0,7,105576
60000,4,12000,10.62,17,105589
65000,3,8800,7.51,11,105591
60000,0,4800,11.49,16,105592
60000,1,4800,12.68,13,105592
60000,2,4800,14.22,13,105592
65000,12,3600,7.37,16,105594
81000,3,7750,11.12,6,105625
77004,13,6000,9.63,7,105633
68000,2,6500,11.99,9,105673
98000,7,7000,7.74,3,105681
82000,11,5000,8.49,7,105681
86800,5,2800,11.58,4,105687
75000,11,10500,7.49,6,105718
65000,19,8000,8.0,7,105719
65000,3,8000,12.69,7,105719
112500,6,18000,13.48,2,105720
105000,4,15000,10.25,2,105722
105000,4,15000,6.03,3,105722
85000,11,9000,10.36,8,105724
75000,1,3000,9.63,8,105734
75000,1,3000,7.9,9,105734
79112,12,5000,7.74,6,105737
72000,9,13000,6.03,10,105762
100000,7,14200,11.71,2,105771
68000,13,3000,11.49,7,105782
80000,5,35000,7.9,12,105786
65000,1,6000,11.99,16,105792
65000,3,6000,7.74,11,105792
72000,4,18000,12.69,17,105829
84000,9,7500,15.62,7,105877
66000,5,3000,6.39,10,105882
97000,5,5625,10.74,2,105908
58500,4,6400,9.32,13,105911
70000,2,20000,11.86,15,105949
70000,0,20000,13.57,12,105949
84000,12,20000,11.11,10,105958
80000,0,18000,7.9,6,105958
90000,3,20000,12.04,6,105960
90000,7,20000,6.54,9,105960
90000,12,20000,16.7,9,105960
90000,4,20000,6.91,10,105960
90000,2,20000,11.11,9,105960
90000,5,20000,16.77,5,105960
90000,12,20000,6.54,10,105960
90000,5,20000,13.06,8,105960
90000,13,20000,9.99,10,105960
75000,3,14000,7.88,8,105962
80000,3,14000,14.96,8,105965
105000,1,20000,6.91,3,105966
105000,8,20000,10.25,4,105966
60000,5,8000,13.48,12,105966
60000,3,8000,7.88,12,105966
85000,5,13000,11.99,8,105968
69996,5,6000,13.98,6,105969
69996,10,6000,7.14,5,105969
120000,5,20000,6.91,4,105970
80000,5,10000,7.51,5,105971
80000,3,10000,13.85,10,105971
80000,13,10000,6.99,10,105971
80000,13,10000,7.14,10,105971
80000,4,10000,6.99,10,105971
80000,3,10000,6.62,8,105971
80000,13,10000,6.92,8,105971
100000,8,14000,15.62,4,105972
100000,0,14000,12.87,3,105972
100000,8,14000,7.88,4,105972
110000,6,15000,11.14,3,105973
90000,6,11000,13.23,2,105973
60000,2,5000,6.54,13,105974
60000,1,5000,12.87,16,105974
60000,0,5000,13.8,17,105974
60000,3,5000,13.99,17,105974
60000,15,5000,6.03,12,105974
60000,8,5000,7.51,12,105974
60000,4,5000,8.49,13,105974
60000,3,5000,13.99,17,105974
60000,9,5000,11.86,12,105974
60000,11,5000,12.99,15,105974
60000,12,5000,15.62,17,105974
60000,5,5000,9.99,14,105974
60000,0,5000,13.99,17,105974
70000,16,6000,6.99,7,105975
70000,16,6000,7.49,9,105975
110004,6,15000,11.58,4,105977
65000,7,4500,15.99,10,105977
100000,7,9000,12.21,3,105978
100000,7,9000,11.99,4,105978
80000,3,6000,6.03,6,105978
80000,8,6000,11.71,6,105978
80000,3,6000,13.06,10,105978
80000,12,6000,9.63,8,105978
80000,0,6000,13.79,8,105978
80000,0,6000,8.0,5,105978
95000,4,8000,15.23,2,105979
95000,0,8000,11.34,3,105979
90000,9,6500,11.71,2,105980
62000,1,2500,6.91,9,105983
60000,18,2000,6.03,14,105984
60000,0,2000,10.99,13,105984
60000,3,2000,5.79,15,105984
60000,6,2000,8.49,13,105984
60000,12,2000,15.7,13,105984
100000,0,4000,12.87,2,105986
80000,2,2000,5.99,10,105988
80000,2,2000,5.99,6,105988
75000,5,20000,10.74,14,105989
60000,8,2000,12.18,12,105994
95000,1,3200,6.99,4,106037
100896,4,15000,16.82,3,106046
114004,7,25000,9.99,2,106068
61500,3,12000,13.23,14,106069
59000,3,6000,5.42,13,106071
86000,5,10000,6.54,7,106073
56004,7,3100,9.32,11,106086
98850,6,12500,12.61,2,106093
87000,2,20000,11.36,9,106109
86500,5,2000,13.57,3,106114
98400,0,7000,12.68,2,106141
91560,4,22000,10.62,8,106142
85000,3,12800,6.92,10,106168
72000,6,9000,16.49,8,106170
68000,2,6000,11.99,9,106174
60000,3,4800,17.19,12,106174
83004,4,10000,15.99,10,106178
68004,17,6000,5.42,6,106181
83600,4,15000,13.16,8,106184
78000,12,3000,13.99,10,106185
78000,3,3000,6.92,9,106185
60000,2,1800,14.22,16,106185
84000,10,3000,6.76,4,106186
80000,18,25000,15.65,16,106188
65000,7,14000,8.9,17,106206
85000,0,12750,17.14,7,106218
75000,6,10000,7.49,9,106219
75000,2,10000,13.11,5,106219
75000,4,10000,10.65,5,106219
75000,5,10000,13.57,7,106219
75000,5,10000,10.99,5,106219
75000,10,10000,7.51,6,106219
75000,1,10000,8.49,5,106219
75000,6,10000,7.49,8,106219
85900,13,14000,10.25,6,106227
87600,11,12000,11.49,10,106230
55512,10,2000,10.99,15,106231
73500,1,15000,12.22,6,106235
65000,18,4200,5.42,10,106278
85000,10,4200,9.99,3,106283
85000,5,4200,9.88,3,106283
72400,11,2300,9.91,8,106286
90000,8,1700,11.12,4,106290
93600,1,20000,10.37,6,106322
93080,3,10000,13.49,4,106325
73500,7,7550,13.72,7,106348
62500,2,3000,13.92,7,106356
74004,0,12000,6.62,8,106371
64000,14,5600,8.9,6,106374
97000,0,10000,13.79,2,106376
97000,8,10000,10.65,4,106376
88000,3,8000,14.72,2,106377
95000,4,7600,8.49,2,106379
96000,7,4000,11.49,4,106385
96000,7,4000,7.9,4,106385
96000,7,4000,8.49,4,106385
96000,3,4000,7.49,3,106385
96000,8,4000,14.09,3,106385
96000,7,4000,7.88,2,106385
65000,8,8000,6.17,14,106391
60000,1,4000,9.62,16,106393
65000,2,13750,9.62,17,106457
95000,10,17000,12.69,2,106466
95000,10,17000,16.49,4,106466
110000,7,20000,12.69,4,106467
110000,5,20000,16.32,4,106467
110000,3,20000,12.42,2,106467
90000,7,15000,9.99,8,106467
90000,7,15000,7.49,9,106467
90000,11,15000,8.49,8,106467
90000,2,15000,12.42,10,106467
90000,11,15000,11.11,6,106467
90000,0,15000,15.7,5,106467
90000,4,15000,12.68,10,106467
90000,7,15000,11.12,9,106467
90000,11,15000,19.29,6,106467
90000,11,15000,11.11,5,106467
60000,9,7500,8.88,11,106467
98000,5,16000,13.99,4,106468
76000,14,7500,9.99,6,106474
75000,0,6000,9.99,10,106477
75000,14,6000,7.68,7,106477
75000,2,6000,11.99,7,106477
84996,2,4000,8.59,3,106478
65000,11,4000,5.99,6,106478
95000,2,7500,13.22,4,106479
90000,3,6000,8.94,2,106481
90000,9,6000,15.33,3,106481
90000,1,6000,12.69,4,106481
90000,9,6000,11.89,3,106481
90000,9,6000,10.25,4,106481
90000,9,6000,8.9,4,106481
90000,2,6000,6.03,4,106481
90000,9,6000,7.49,2,106481
90000,8,6000,9.25,3,106481
87600,9,3000,5.99,3,106486
70000,4,2000,14.79,8,106486
70000,15,2000,11.14,7,106486
70000,3,2000,13.49,5,106486
70000,3,2000,15.7,5,106486
60000,5,1500,15.62,16,106486
72000,13,1500,11.12,7,106488
80000,5,1500,11.12,6,106490
60000,6,1500,13.61,17,106495
63000,8,10000,10.51,16,106513
62400,5,12000,11.11,16,106518
62400,3,12000,9.99,12,106518
99000,8,12250,7.29,2,106523
79000,4,8000,10.25,10,106524
91200,10,12000,13.61,2,106532
97000,2,5000,7.51,4,106534
97000,7,5000,5.42,3,106534
96000,4,18225,10.74,2,106540
100800,0,19400,11.49,4,106565
94000,3,15600,6.17,2,106568
90000,10,10400,7.51,2,106573
110000,6,14400,7.66,4,106574
91234,10,12000,11.83,4,106576
72000,15,5000,7.14,8,106578
72000,12,5000,7.14,8,106578
72000,6,5000,7.9,7,106578
72000,15,5000,5.42,10,106578
72000,4,5000,11.86,8,106578
72000,0,5000,9.25,5,106578
74400,14,5000,12.42,8,106579
74400,14,5000,9.63,5,106579
95000,4,7375,5.79,4,106604
73000,3,6500,10.74,5,106625
105804,7,15000,15.95,2,106646
93600,0,15000,11.89,3,106648
85900,5,5000,8.9,3,106652
68000,3,15700,10.99,13,106655
100000,7,8300,5.99,4,106679
82000,1,4000,11.99,9,106683
85000,4,25000,6.92,7,106701
95000,1,7275,6.92,4,106705
75000,9,17000,12.53,10,106707
94992,0,12000,11.89,4,106713
84996,11,8000,7.51,9,106720
67500,1,8000,9.32,7,106720
95000,6,12000,6.03,3,106723
95000,1,12000,7.88,2,106723
85000,0,8000,12.42,9,106726
85000,3,8000,15.68,6,106726
85000,5,8000,15.37,10,106726
85000,0,8000,11.71,5,106726
85000,11,8000,14.65,7,106726
85000,4,8000,10.99,9,106726
85000,11,8000,5.79,9,106726
85000,7,8000,7.43,10,106726
85000,3,8000,12.84,7,106726
85000,1,8000,7.29,8,106726
85000,4,8000,6.91,5,106726
102500,6,6000,5.42,2,106733
97000,4,4800,9.25,4,106734
89016,8,4500,10.99,2,106753
66000,2,12000,11.49,12,106761
72000,6,12000,9.99,5,106764
72000,13,12000,5.99,6,106764
87000,8,15000,11.36,5,106766
73000,2,10000,7.29,5,106768
97440,9,15000,7.49,3,106769
88000,11,12000,7.88,5,106770
88000,2,12000,14.65,10,106770
84000,8,10800,15.99,7,106771
100000,5,13200,16.77,4,106772
99000,3,12000,6.03,4,106774
91000,0,2400,11.49,2,106788
91000,8,2400,10.59,4,106788
70000,17,8000,5.79,17,106792
65000,0,5000,9.32,17,106793
80000,0,18000,7.51,18,106796
71400,5,16000,11.99,15,106798
95000,1,2400,10.37,4,106839
95000,1,2400,9.91,4,106839
95000,5,2400,14.27,2,106839
97781,7,5575,6.54,2,106856
74000,16,11500,6.03,6,106866
75000,3,5600,6.99,6,106878
69000,0,3500,7.9,5,106881
85000,5,3600,6.03,3,106884
86095,5,5000,13.99,2,106905
62472,2,5500,12.73,15,106923
66847,3,10000,13.61,6,106947
80000,5,25000,10.62,5,106948
68000,2,10000,10.37,17,106951
68000,10,10000,13.49,11,106951
62500,0,2400,10.25,5,106958
90000,10,19000,11.83,9,106961
60000,8,10000,7.88,14,106961
60000,5,10000,10.99,12,106961
60000,5,10000,7.49,15,106961
60000,5,10000,11.86,11,106961
60000,0,10000,9.32,12,106961
60000,6,10000,12.21,11,106961
60000,4,10000,7.51,13,106961
110000,8,25000,13.48,2,106962
110000,4,25000,16.45,4,106962
110000,8,25000,14.96,2,106962
70000,8,12000,7.49,7,106963
70000,0,12000,8.94,5,106963
70000,5,12000,17.56,10,106963
65000,8,10000,7.51,17,106964
65000,2,10000,14.27,17,106964
65000,5,10000,12.73,16,106964
65000,3,10000,10.37,16,106964
120000,6,25000,12.18,3,106965
100000,9,18000,10.65,3,106966
100000,9,18000,8.49,3,106966
100000,9,18000,10.99,3,106966
100000,1,18000,11.11,3,106966
105000,8,19000,8.49,3,106967
90000,10,14500,8.88,5,106967
60000,5,7000,10.99,12,106968
60000,0,7000,10.99,14,106968
60000,6,7000,9.99,14,106968
85000,5,12000,11.14,9,106969
85000,5,12000,7.88,9,106969
85000,0,12000,9.99,6,106969
85000,12,12000,11.86,9,106969
85000,0,12000,11.86,9,106969
80000,13,9000,8.94,7,106972
90000,0,10000,7.49,4,106974
90000,2,10000,10.99,2,106974
90000,3,10000,7.51,2,106974
90000,0,10000,11.71,2,106974
90000,10,10000,11.71,2,106974
90000,0,10000,5.79,2,106974
90000,10,10000,9.91,3,106974
90000,10,10000,6.62,4,106974
90000,10,10000,7.49,4,106974
90000,10,10000,12.42,3,106974
90000,6,10000,6.17,2,106974
99996,0,8000,7.14,2,106975
70000,2,5000,9.99,8,106977
70000,0,5000,7.43,5,106977
70000,2,5000,8.32,8,106977
60000,2,4000,8.0,13,106977
60000,4,4000,14.09,13,106977
60000,3,4000,9.25,12,106977
60000,0,4000,12.21,11,106977
100000,7,8000,11.48,4,106979
100000,0,8000,11.12,3,106979
100000,7,8000,13.98,2,106979
100000,7,8000,10.62,3,106979
100000,3,8000,8.49,4,106979
95000,8,7000,6.62,2,106980
80000,2,5000,7.51,6,106980
80000,12,5000,7.14,5,106980
80000,0,5000,10.62,8,106980
80000,0,5000,10.59,9,106980
80000,11,5000,10.38,5,106980
80000,12,5000,14.84,6,106980
80000,12,5000,8.0,10,106980
80000,9,5000,8.0,7,106980
80000,5,5000,5.42,6,106980
80000,1,5000,14.27,6,106980
80000,2,5000,8.0,6,106980
80000,12,5000,6.03,9,106980
80000,8,5000,8.9,5,106980
90000,4,5500,12.73,4,106981
90000,9,5500,11.99,2,106981
100000,6,3000,11.49,4,106988
65000,15,10000,6.03,17,106991
90000,6,1000,13.67,3,106992
65000,9,4800,11.49,14,106993
101000,10,24250,12.53,2,107010
83004,3,21600,12.53,6,107011
63900,8,8000,6.03,17,107011
93000,1,9200,13.61,3,107026
64000,9,14500,15.96,17,107054
73000,4,17000,11.99,5,107056
70000,1,8400,18.79,5,107070
58000,13,6000,7.74,14,107070
78000,6,6000,12.69,8,107078
78000,1,6000,9.63,5,107078
78000,4,6000,6.99,6,107078
78000,3,6000,9.63,7,107078
68551,13,6000,10.95,9,107084
70000,1,8400,10.99,27,107097
97500,0,5000,7.49,4,107109
57000,3,4000,6.17,13,107125
94527,4,11000,6.62,2,107133
94000,2,15000,10.28,3,107168
94940,7,2000,17.19,3,107171
72000,6,8000,12.99,8,107171
72000,13,8000,7.14,10,107171
72000,10,8000,5.42,8,107171
68000,11,5000,9.63,10,107177
60000,14,3800,13.49,12,107177
96000,8,8000,6.62,4,107179
96000,5,8000,10.37,4,107179
96000,8,8000,10.99,3,107179
95000,6,6800,8.49,3,107180
61200,15,6000,7.51,13,107191
60000,1,8000,12.99,12,107191
60000,5,8000,7.29,13,107191
96339,10,18000,11.36,4,107206
105000,5,24000,9.99,3,107211
85000,12,16000,10.65,9,107213
97700,8,10000,7.49,4,107216
75000,2,9000,14.79,5,107221
75000,6,9000,5.42,9,107221
85000,2,7500,8.63,5,107227
87000,9,1500,8.49,3,107240
82116,9,3600,11.99,9,107240
70000,8,7550,5.79,12,107242
75000,3,7500,13.61,23,107247
66000,1,3600,8.0,13,107274
102000,5,10000,6.91,2,107277
65000,4,3200,11.99,9,107281
70000,6,4000,12.69,22,107297
77000,4,12000,10.99,10,107316
97800,3,10000,15.21,2,107336
85634,12,12500,6.17,7,107356
72000,5,15000,11.49,6,107358
65000,4,9600,10.0,16,107365
72000,0,7800,7.88,7,107372
90000,2,9600,13.85,2,107375
60000,0,3600,9.99,13,107378
84000,3,6000,9.88,8,107379
84000,11,6000,7.88,8,107379
84000,11,6000,7.51,10,107379
84000,5,6000,10.99,5,107379
84000,11,6000,6.62,9,107379
95000,5,6600,10.99,4,107381
65000,2,20000,10.62,17,107387
91000,0,1800,11.49,2,107390
79618,11,12000,11.49,9,107394
60000,1,3000,13.49,13,107394
60000,7,3000,6.62,16,107394
97850,4,10000,6.99,3,107396
75000,0,20000,14.84,10,107452
75000,2,20000,12.21,8,107452
90000,0,23000,11.83,10,107456
110000,3,30000,11.71,4,107457
70000,6,15000,15.99,7,107457
70000,0,15000,11.71,6,107457
85000,1,20000,11.89,6,107458
106000,8,25000,10.59,4,107460
125000,3,30000,13.8,3,107462
102000,3,20000,6.91,3,107465
90000,1,14000,11.86,9,107468
115000,4,19000,10.37,3,107470
70000,3,8000,13.16,6,107470
95004,3,16000,7.88,3,107472
100000,3,12500,11.49,4,107473
110000,6,13500,7.49,2,107474
94000,9,10000,5.99,4,107475
75000,1,5000,6.92,7,107479
75000,6,5000,13.98,6,107479
75000,4,5000,8.9,9,107479
90000,9,5000,9.91,2,107482
90000,0,5000,11.71,3,107482
90000,4,5000,7.9,4,107482
90000,6,5000,13.85,2,107482
90000,9,5000,11.36,3,107482
90000,5,5000,6.76,4,107482
90000,7,5000,9.99,4,107482
85000,1,3000,8.9,3,107486
85000,10,3000,7.49,3,107486
131000,5,30000,15.62,3,107514
85392,13,12000,10.99,8,107518
73000,14,5600,11.89,9,107527
67000,9,3000,10.75,6,107532
98000,24,12000,10.99,21,107560
76000,2,14000,12.61,10,107562
76000,3,14000,13.49,9,107562
92000,10,12000,6.03,3,107572
84000,12,10000,14.65,10,107572
84000,12,10000,7.66,9,107572
84000,9,10000,11.83,10,107572
98000,8,10000,11.11,4,107576
72000,2,4000,10.59,9,107580
95000,4,6400,9.63,2,107581
100000,3,2400,9.62,2,107589
70000,2,12800,9.99,16,107590
65000,5,12000,6.62,17,107590
60000,15,10000,7.51,12,107590
70000,5,10000,7.51,11,107591
70000,4,10000,10.99,12,107591
70000,3,10000,7.51,16,107591
62000,14,4000,14.27,17,107593
70000,4,10000,9.63,19,107596
64000,13,5000,7.88,13,107633
64000,3,5000,9.32,15,107633
62400,16,14000,10.37,15,107634
74784,5,15000,12.18,14,107636
71400,15,3000,15.27,7,107653
66500,0,12000,12.42,14,107661
86000,11,8400,9.88,6,107675
107000,5,10000,8.0,2,107678
60000,1,3300,11.11,12,107679
95000,8,6300,7.29,3,107681
98000,7,5000,9.32,2,107684
98000,4,5000,7.14,3,107684
79440,12,3500,12.68,5,107699
85000,12,24000,12.42,5,107702
85000,1,24000,11.89,5,107702
65000,3,12500,11.48,15,107709
120000,0,24250,11.48,2,107716
75000,4,8500,6.03,9,107721
67500,3,7000,6.92,5,107722
105000,7,13000,6.62,2,107724
75000,0,1000,9.45,6,107741
83000,4,25000,15.95,9,107749
83000,2,25000,15.95,9,107749
105996,0,19400,7.9,4,107762
62000,11,10000,5.99,14,107762
62000,5,10000,13.43,11,107762
62000,1,10000,11.66,15,107762
62000,6,10000,13.47,12,107762
76000,4,10000,7.51,5,107769
77000,2,3850,5.42,8,107782
65000,1,14400,11.54,12,107789
91000,5,15000,7.88,6,107817
75000,0,8400,6.92,5,107822
99000,2,6000,7.68,4,107832
67275,3,6500,13.61,10,107840
60000,5,3100,7.74,15,107879
67000,2,16000,10.65,15,107903
68000,9,3600,7.14,12,107914
81800,6,2500,6.39,8,107917
75573,9,24250,9.88,5,107948
80000,5,20000,15.65,5,107955
80000,1,20000,10.59,7,107955
95000,4,25000,10.08,6,107956
120000,2,30000,13.99,4,107960
80000,5,16000,10.62,9,107961
80000,2,16000,6.91,6,107961
80000,4,16000,13.49,8,107961
80000,9,16000,12.73,9,107961
80000,6,16000,13.22,7,107961
80000,3,16000,9.99,5,107961
90000,4,18000,14.65,5,107962
82000,1,15000,13.8,8,107963
60000,9,9000,11.34,11,107963
60000,22,9000,13.61,15,107963
70000,7,11000,7.29,7,107964
75000,4,12000,6.03,10,107965
75000,13,12000,11.99,9,107965
75000,6,12000,13.16,7,107965
75000,2,12000,6.62,10,107965
75000,4,12000,12.68,7,107965
75000,5,12000,14.96,7,107965
75000,3,12000,10.38,10,107965
75000,4,12000,16.29,10,107965
80000,1,12000,8.94,6,107967
80000,0,12000,11.86,8,107967
80000,1,12000,8.9,5,107967
80000,5,12000,7.51,10,107967
110004,2,24000,17.58,4,107968
105000,6,18000,14.65,4,107968
90000,4,13500,9.67,9,107969
90000,5,13500,10.99,10,107969
76254,3,14000,7.14,9,107969
85000,12,11000,14.61,8,107971
63996,6,4000,5.42,8,107971
60000,0,6000,13.49,16,107971
60000,3,6000,5.99,11,107971
60000,8,6000,7.9,13,107971
60000,6,6000,12.99,11,107971
60000,7,6000,7.88,17,107971
60000,2,6000,13.22,14,107971
60000,1,6000,7.29,16,107971
60000,2,6000,14.79,15,107971
60000,2,6000,8.59,16,107971
60000,2,6000,7.88,17,107971
60000,1,6000,9.63,16,107971
60000,2,6000,10.95,11,107971
60000,2,6000,7.51,16,107971
96000,1,12000,6.62,2,107973
96000,5,12000,11.99,3,107973
96000,3,12000,7.29,2,107973
96000,2,12000,6.62,3,107973
100000,8,12000,7.14,4,107974
100000,5,12000,14.27,3,107974
100000,7,12000,7.29,3,107974
100000,7,12000,15.31,3,107974
100000,2,12000,10.99,2,107974
100000,1,12000,5.42,2,107974
100000,2,12000,7.49,4,107974
100000,0,12000,10.99,3,107974
100000,4,12000,6.03,4,107974
100000,4,12000,9.99,2,107974
100000,3,12000,9.99,3,107974
100000,3,12000,13.57,4,107974
100000,3,12000,7.51,3,107974
100000,5,12000,6.03,4,107974
100000,8,12000,7.9,2,107974
100000,8,12000,11.99,2,107974
100000,8,12000,14.79,2,107974
